WardName,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11
Usalle,0.5609231901897394,0.5097803362564715,0.63283710915755,0.4889590305177904,0.6120158034188689,0.5608729494856008,0.5198875189880003,0.6019253675887194,0.5678301316332074,0.5539492611407534,0.5608980698376701
Wadata,0.3251785483704395,0.07587698620899476,0.3800235810707464,0.25326096052949304,0.5574075553912448,0.3081059932297999,0.21810549836964244,0.42086989494414356,0.25466885350318036,0.37292483638351254,0.31664227080011975
Wamba,0.5138357771503136,0.6255222609433302,0.6169640978342619,0.5690692880711908,0.5605111249621225,0.6721976087551391,0.5694757753882782,0.563770333315566,0.6382279891775771,0.6005926739294841,0.5930166929527263
Wambai,0.4499476766336686,0.04111031348866006,0.3732250127058568,0.41758507521036337,0.7496997744275601,0.34086241128255157,0.302881021777564,0.5242908212556951,0.2517325791590228,0.5027157536401584,0.39540504395811005
Warari,0.5502204221452506,0.7168492081959495,0.7096998418609903,0.39323572373529814,0.38608635740033886,0.5527151434510378,0.5534351180254994,0.5486688738021933,0.6597547311693259,0.44401240819555826,0.5514677827981442
Wawa,0.5238577602382233,0.5691422984303606,0.5365625639554453,0.6802292564182835,0.6476495219433682,0.6929340601355054,0.5910764383622892,0.5693566153790123,0.5995463075071038,0.6736042794990524,0.6083959101868643
Wuse East,0.47727654600628516,0.018688473584509674,0.35222050681894534,0.4770424166409653,0.8105744498754011,0.3519863774536255,0.32433581207725337,0.5466905009002105,0.2409651192856935,0.546534414656664,0.41463146172995535
Wuse West,0.5334417013327111,0.07485362891093553,0.4242683479376617,0.4770424166409653,0.8264571356676915,0.367869063245916,0.3617792489615373,0.5947223949793549,0.2889970133648378,0.5571228718515243,0.45065538228931357
Yamma,0.5558491186884946,0.48440305557541213,0.5970224293680237,0.3867348959953134,0.49935426978792496,0.4279082066748425,0.4756623567530734,0.5507419392814811,0.5031112305394262,0.43799912415269365,0.4918786626816686
Yangalu/Ibelu East,0.5213622683113397,0.5481871104246655,0.6373541607755349,0.3564116164979109,0.44557866684878034,0.47240350896210614,0.47532033174463867,0.5347650319785516,0.5526482600541022,0.4247979307695991,0.4968828886367229
Zuma East,0.4829028091011157,0.03322403993227803,0.30321077472243957,0.45703557272094947,0.7270223075111111,0.2773435383422733,0.3243874739181144,0.5043786304448887,0.2045927843323303,0.4871338061914446,0.3801231737216945
Zuma West,0.4778761859149186,0.09414493615573036,0.27906937164791223,0.44152823481231795,0.6264526703044999,0.24272142054531162,0.33784978562765566,0.4611327426224436,0.2053119094496514,0.43690077522070975,0.3602988032301151
Zungeru,0.3300427376265014,0.29258072087139186,0.47160143467253585,0.31445828513529084,0.49347899893643477,0.4560169821813253,0.31236058121106136,0.43170772374515737,0.4067330459084177,0.421318088751017,0.39302985990391337
